t,x,y,z,vx,vy,vz,dl_left,F_left,dl_right,F_right,z_bumper,vz_bumper
3.379999,0.25,0,-1.165625,0,0,-0.4178617,0,0,0,0,-1.140431,-0.2327757
3.399999,0.25,0,-1.173976,0,0,-0.4175911,0,0,0,0,-1.145089,-0.232884
3.419999,0.25,0,-1.182319,0,0,-0.417266,0,0,0,0,-1.14975,-0.233014
3.439999,0.25,0,-1.190655,0,0,-0.4168869,0,0,0,0,-1.154414,-0.2331657
3.459999,0.25,0,-1.198982,0,0,-0.4164548,0,0,0,0,-1.159082,-0.2333385
3.479999,0.25,0,-1.207299,0,0,-0.4159704,0,0,0,0,-1.163753,-0.2335323
3.499999,0.25,0,-1.215605,0,0,-0.4154346,0,0,0,0,-1.168429,-0.2337466
3.519999,0.25,0,-1.223899,0,0,-0.4148487,0,0,0,0,-1.17311,-0.233981
3.539999,0.25,0,-1.23218,0,0,-0.4142138,0,0,0,0,-1.177796,-0.2342349
3.559999,0.25,0,-1.240448,0,0,-0.4135314,0,0,0,0,-1.182487,-0.2345079
3.579999,0.25,0,-1.2487,0,0,-0.4128026,0,0,0,0,-1.187185,-0.2347994
3.599999,0.25,0,-1.256937,0,0,-0.4120291,0,0,0,0,-1.191889,-0.2351088
3.619999,0.25,0,-1.265157,0,0,-0.4112126,0,0,0,0,-1.196599,-0.2354354
3.639999,0.25,0,-1.27336,0,0,-0.4103546,0,0,0,0,-1.201316,-0.2357786
3.659999,0.25,0,-1.281545,0,0,-0.4094567,0,0,0,0,-1.206041,-0.2361378
3.679999,0.25,0,-1.289711,0,0,-0.4085208,0,0,0,0,-1.210773,-0.2365121
3.699999,0.25,0,-1.297858,0,0,-0.4075487,0,0,0,0,-1.215512,-0.236901
3.719999,0.25,0,-1.305984,0,0,-0.4065422,0,0,0,0,-1.22026,-0.2373036
3.739999,0.25,0,-1.314089,0,0,-0.4055033,0,0,0,0,-1.225017,-0.2377191
3.759999,0.25,0,-1.322173,0,0,-0.4044338,0,0,0,0,-1.229782,-0.2381469
3.779999,0.25,0,-1.330235,0,0,-0.4033356,0,0,0,0,-1.234555,-0.2385862
3.799999,0.25,0,-1.338274,0,0,-0.4022106,0,0,0,0,-1.239338,-0.2390362
3.819999,0.25,0,-1.34629,0,0,-0.4010607,0,0,0,0,-1.24413,-0.2394962
3.839999,0.25,0,-1.354282,0,0,-0.3998878,0,0,0,0,-1.248931,-0.2399653
3.859999,0.25,0,-1.362251,0,0,-0.3986938,0,0,0,0,-1.253742,-0.2404429
3.879999,0.25,0,-1.370195,0,0,-0.3974806,0,0,0,0,-1.258563,-0.2409282
